seqnames	start	end	width	strand	Median
1	153000001	154000000	1000000	*	1.04047395836561
1	154000001	155000000	1000000	*	0.5884588914398
1	155000001	156000000	1000000	*	0.80178863561638
1	156000001	157000000	1000000	*	-0.0826753708123366
1	157000001	158000000	1000000	*	0.517676120486642
1	158000001	159000000	1000000	*	-0.28319247591602
1	159000001	160000000	1000000	*	0.861643671151335
1	160000001	161000000	1000000	*	-0.62919052348838
1	162000001	163000000	1000000	*	0.711491769746791
1	163000001	164000000	1000000	*	-0.392263370219014
1	164000001	165000000	1000000	*	0.952090057431921
1	165000001	166000000	1000000	*	-1.4179735431164
1	166000001	167000000	1000000	*	1.29464133490952
1	167000001	168000000	1000000	*	0.540020655683025
1	168000001	169000000	1000000	*	0.228829156436265
1	169000001	170000000	1000000	*	-0.69111200418833
1	170000001	171000000	1000000	*	0.176468406820851
1	171000001	172000000	1000000	*	0.546584402962864
1	172000001	173000000	1000000	*	0.388110910379037
1	173000001	174000000	1000000	*	-1.33644076558381
1	174000001	175000000	1000000	*	-1.27674856129371
1	175000001	176000000	1000000	*	-0.122325905071451
1	176000001	177000000	1000000	*	-0.125793710172854
1	177000001	178000000	1000000	*	0.264080995771538
1	178000001	179000000	1000000	*	0.543521186821971
1	179000001	180000000	1000000	*	-0.335679577829519
1	180000001	181000000	1000000	*	-0.0295997834778467
1	181000001	182000000	1000000	*	-0.685755090445876
1	182000001	183000000	1000000	*	0.216385371626805
1	183000001	184000000	1000000	*	0.580061050863219
1	184000001	185000000	1000000	*	1.57861233174365
1	185000001	186000000	1000000	*	-0.594948583674876
1	186000001	187000000	1000000	*	1.03865495960569
1	187000001	188000000	1000000	*	-0.00537285904293727
1	188000001	189000000	1000000	*	0.591047452789192
1	189000001	190000000	1000000	*	NA
1	190000001	191000000	1000000	*	NA
1	191000001	192000000	1000000	*	-0.6336421589285
1	192000001	193000000	1000000	*	-0.592500457284462
1	193000001	194000000	1000000	*	-1.36279863124127
1	194000001	195000000	1000000	*	-0.110704354029807
1	195000001	196000000	1000000	*	-0.616925485341796
1	196000001	197000000	1000000	*	0.724780687838085
1	197000001	198000000	1000000	*	0.568533591142584
1	198000001	199000000	1000000	*	1.34047359069646
1	199000001	200000000	1000000	*	0.204112330831892
1	200000001	201000000	1000000	*	0.779538181776049
1	201000001	202000000	1000000	*	0.259923812650298
1	202000001	203000000	1000000	*	-1.08070456964585
1	203000001	204000000	1000000	*	0.657822786057547
1	204000001	205000000	1000000	*	0.308650186604176
1	205000001	206000000	1000000	*	NA
1	207000001	208000000	1000000	*	0.348485395128901
1	208000001	209000000	1000000	*	0.00768473666691873
1	209000001	210000000	1000000	*	0.0749883375056426
1	210000001	211000000	1000000	*	0.411408776393597
1	211000001	212000000	1000000	*	-0.376100159624593
1	212000001	213000000	1000000	*	0.00176817304111015
1	213000001	214000000	1000000	*	0.68669077644831
1	214000001	215000000	1000000	*	0.917567250344852
1	215000001	216000000	1000000	*	0.301397417688022
1	216000001	217000000	1000000	*	0.32292159647463
1	217000001	218000000	1000000	*	-0.0030626211348533
1	218000001	219000000	1000000	*	-0.295199048491071
1	219000001	220000000	1000000	*	-0.18582237345774
1	220000001	221000000	1000000	*	0.265922948355741
1	221000001	222000000	1000000	*	0.423426122123057
1	222000001	223000000	1000000	*	0.577629407448378
1	225000001	226000000	1000000	*	0.806546453561842
1	226000001	227000000	1000000	*	0.39355515631895
1	227000001	228000000	1000000	*	0.675734012001564
1	228000001	229000000	1000000	*	0.913849316780367
1	229000001	230000000	1000000	*	-0.763291141677339
1	230000001	231000000	1000000	*	0.00187902256403416
1	231000001	232000000	1000000	*	0.553570420895539
1	232000001	233000000	1000000	*	0.0585233795388567
1	233000001	234000000	1000000	*	0.250345845826583
1	234000001	235000000	1000000	*	0.528689006784173
1	235000001	236000000	1000000	*	NA
1	236000001	237000000	1000000	*	0.459780917886714
1	237000001	238000000	1000000	*	-0.251163087031415
1	238000001	239000000	1000000	*	-0.385962304616651
1	239000001	240000000	1000000	*	0.0641185631707336
1	240000001	241000000	1000000	*	0.345441421519995
1	241000001	242000000	1000000	*	-0.0738146737098923
1	242000001	243000000	1000000	*	-0.261324628071307
1	244000001	245000000	1000000	*	-0.436758854488337
1	245000001	246000000	1000000	*	0.0633133492663175
1	246000001	247000000	1000000	*	0.628226885649152
1	247000001	248000000	1000000	*	0.246947508679731
2	1	1000000	1000000	*	NA
2	1000001	2000000	1000000	*	0.556829275994729
2	2000001	3000000	1000000	*	0.0485615984385103
2	3000001	4000000	1000000	*	NA
2	4000001	5000000	1000000	*	0.574149054529322
2	6000001	7000000	1000000	*	-0.0630260679143772
2	7000001	8000000	1000000	*	-0.363847728162962
2	8000001	9000000	1000000	*	-0.273848802695717
2	9000001	10000000	1000000	*	-0.760198225457457
2	10000001	11000000	1000000	*	1.21875518022709
2	11000001	12000000	1000000	*	0.527696521743471
2	12000001	13000000	1000000	*	NA
2	13000001	14000000	1000000	*	0.469360010570513
2	14000001	15000000	1000000	*	-0.371110981589182
2	15000001	16000000	1000000	*	-0.000782575682234721
2	16000001	17000000	1000000	*	NA
2	17000001	18000000	1000000	*	-0.378666729984616
2	18000001	19000000	1000000	*	-0.35467782540754
2	19000001	20000000	1000000	*	0.305117315885015
2	20000001	21000000	1000000	*	0.114330339543503
2	21000001	22000000	1000000	*	NA
2	22000001	23000000	1000000	*	-0.201926607468758
2	23000001	24000000	1000000	*	0.605109264735021
2	24000001	25000000	1000000	*	-0.326384563184119
2	25000001	26000000	1000000	*	-0.405113155509733
2	26000001	27000000	1000000	*	-1.3244567563775
2	27000001	28000000	1000000	*	-1.37636862148977
2	28000001	29000000	1000000	*	0.250482020073244
2	29000001	30000000	1000000	*	0.0307512390199888
2	30000001	31000000	1000000	*	-1.47757895294187
2	31000001	32000000	1000000	*	NA
2	32000001	33000000	1000000	*	0.0172675845702341
2	33000001	34000000	1000000	*	NA
2	34000001	35000000	1000000	*	-0.390173529777368
2	35000001	36000000	1000000	*	0.958068970947999
2	36000001	37000000	1000000	*	0.644071225756544
2	37000001	38000000	1000000	*	0.840339135241631
2	38000001	39000000	1000000	*	-0.484571092395797
2	39000001	40000000	1000000	*	0.55910421384642
2	40000001	41000000	1000000	*	-0.156847535921753
2	41000001	42000000	1000000	*	-0.607278198108928
2	42000001	43000000	1000000	*	-0.431956719503012
2	43000001	44000000	1000000	*	0.90907953603042
2	44000001	45000000	1000000	*	0.13815292060039
2	45000001	46000000	1000000	*	-0.486504878296414
2	46000001	47000000	1000000	*	0.800501402165742
2	47000001	48000000	1000000	*	-0.864091463123507
2	48000001	49000000	1000000	*	0.798887371806488
2	49000001	50000000	1000000	*	NA
2	50000001	51000000	1000000	*	0.498721448935238
2	51000001	52000000	1000000	*	-0.296884400866775
2	52000001	53000000	1000000	*	-1.3606157941918
2	53000001	54000000	1000000	*	-1.38671813117459
2	54000001	55000000	1000000	*	-0.177252511182871
2	55000001	56000000	1000000	*	-0.01859333416402
2	56000001	57000000	1000000	*	-0.575058256742088
2	57000001	58000000	1000000	*	1.44674071407504
2	58000001	59000000	1000000	*	-0.363539887772829
2	59000001	60000000	1000000	*	1.09038172682446
2	60000001	61000000	1000000	*	0.0473962855341195
2	61000001	62000000	1000000	*	0.323250915806474
2	62000001	63000000	1000000	*	-0.912918903005189
2	63000001	64000000	1000000	*	-0.115118280964233
2	64000001	65000000	1000000	*	-0.328577404575154
2	65000001	66000000	1000000	*	1.04776395160844
2	66000001	67000000	1000000	*	0.86217684152226
2	67000001	68000000	1000000	*	0.628325092063145
2	68000001	69000000	1000000	*	-0.468200670694481
2	69000001	70000000	1000000	*	0.412874941798435
2	70000001	71000000	1000000	*	0.354089278414732
2	71000001	72000000	1000000	*	0.706648993828087
2	72000001	73000000	1000000	*	NA
2	73000001	74000000	1000000	*	1.00275397053665
2	74000001	75000000	1000000	*	1.36677332625179
2	75000001	76000000	1000000	*	0.461273442482938
2	76000001	77000000	1000000	*	1.26176490624261
2	77000001	78000000	1000000	*	0.291224745318925
2	78000001	79000000	1000000	*	-0.537642656555635
2	79000001	80000000	1000000	*	-0.385408011879298
2	80000001	81000000	1000000	*	-0.0885980476787219
2	81000001	82000000	1000000	*	0.16925285313906
2	82000001	83000000	1000000	*	0.20806396296799
2	83000001	84000000	1000000	*	0.917011350801962
2	84000001	85000000	1000000	*	0.358389558880511
2	85000001	86000000	1000000	*	0.354340478353099
2	86000001	87000000	1000000	*	1.41480963403048
2	99000001	100000000	1000000	*	0.525717263021904
2	100000001	101000000	1000000	*	-1.40026945973056
2	101000001	102000000	1000000	*	0.166657526619164
2	102000001	103000000	1000000	*	-0.337991471081506
2	103000001	104000000	1000000	*	-0.37237260138124
2	104000001	105000000	1000000	*	-0.371019172495256
2	105000001	106000000	1000000	*	0.0749899528329634
2	106000001	107000000	1000000	*	0.0559676866671876
2	107000001	108000000	1000000	*	0.603150604288327
2	108000001	109000000	1000000	*	-0.658740461607801
2	109000001	110000000	1000000	*	0.328828993689661
2	113000001	114000000	1000000	*	0.621696423549418
2	115000001	116000000	1000000	*	-0.203011202126028
2	116000001	117000000	1000000	*	0.229720714327059
2	117000001	118000000	1000000	*	0.200020075959777
2	118000001	119000000	1000000	*	0.308308673657809
2	119000001	120000000	1000000	*	0.351936374404435
2	120000001	121000000	1000000	*	-0.19778391420723
2	121000001	122000000	1000000	*	-0.295319164955156
2	122000001	123000000	1000000	*	0.155425132048575
2	123000001	124000000	1000000	*	0.568052841206786
2	124000001	125000000	1000000	*	-1.37256866486194
2	125000001	126000000	1000000	*	-0.406966277514232
2	126000001	127000000	1000000	*	0.214369795461958
2	127000001	128000000	1000000	*	-1.29779862673892
2	128000001	129000000	1000000	*	-0.0105490840016334
2	129000001	130000000	1000000	*	-0.151419826906647
2	133000001	134000000	1000000	*	0.316665704046893
2	134000001	135000000	1000000	*	-0.753575329010156
2	135000001	136000000	1000000	*	0.447821155348287
2	136000001	137000000	1000000	*	0.532484577802314
2	137000001	138000000	1000000	*	-0.783761102129814
2	138000001	139000000	1000000	*	0.897820056722211
2	139000001	140000000	1000000	*	-0.375383847830227
2	140000001	141000000	1000000	*	-1.3593735389666
2	141000001	142000000	1000000	*	-0.678365980267568
2	142000001	143000000	1000000	*	0.603809686061539
2	143000001	144000000	1000000	*	-0.367393540149943
2	144000001	145000000	1000000	*	0.214881094762164
2	145000001	146000000	1000000	*	0.000565278210843664
2	146000001	147000000	1000000	*	-0.217202814190841
2	147000001	148000000	1000000	*	-1.35791810906295
2	148000001	149000000	1000000	*	0.29445373824722
2	150000001	151000000	1000000	*	-0.316430995630974
2	151000001	152000000	1000000	*	0.188439979117987
2	152000001	153000000	1000000	*	-0.683698793754329
2	153000001	154000000	1000000	*	0.761031893153003
2	154000001	155000000	1000000	*	-0.348644333823722
2	155000001	156000000	1000000	*	-0.106782339076693
2	156000001	157000000	1000000	*	1.29065313093922
2	157000001	158000000	1000000	*	-0.37167143804309
2	158000001	159000000	1000000	*	0.616575063584721
2	159000001	160000000	1000000	*	-0.281037986949543
2	160000001	161000000	1000000	*	0.0587129216976818
2	161000001	162000000	1000000	*	-1.33611159590438
2	162000001	163000000	1000000	*	0.990623851842089
2	163000001	164000000	1000000	*	-0.177969211410512
2	164000001	165000000	1000000	*	0.249588086220857
2	165000001	166000000	1000000	*	-0.144895081868094
2	166000001	167000000	1000000	*	0.636737022688763
2	167000001	168000000	1000000	*	0.5431883206521
2	168000001	169000000	1000000	*	0.193113619438982
2	169000001	170000000	1000000	*	NA
2	170000001	171000000	1000000	*	0.66266486449579
2	171000001	172000000	1000000	*	0.0851973919213393
2	172000001	173000000	1000000	*	0.171679082869195
2	173000001	174000000	1000000	*	-0.369246945450941
2	174000001	175000000	1000000	*	-0.21791009776118
2	175000001	176000000	1000000	*	-0.006506594317609
2	176000001	177000000	1000000	*	0.126810469041591
2	177000001	178000000	1000000	*	0.632413853463274
2	178000001	179000000	1000000	*	-0.702540699528004
2	179000001	180000000	1000000	*	0.208710454023001
2	180000001	181000000	1000000	*	0.635928170902677
2	181000001	182000000	1000000	*	0.21947780583025
2	182000001	183000000	1000000	*	1.22048339306229
2	183000001	184000000	1000000	*	0.915199025327016
2	184000001	185000000	1000000	*	NA
2	185000001	186000000	1000000	*	NA
2	186000001	187000000	1000000	*	-1.38304344755125
2	187000001	188000000	1000000	*	1.11971730840845
2	188000001	189000000	1000000	*	0.724368110424165
2	189000001	190000000	1000000	*	NA
2	190000001	191000000	1000000	*	1.43720502028362
2	191000001	192000000	1000000	*	0.0155592379915476
2	192000001	193000000	1000000	*	1.81098315315222
2	193000001	194000000	1000000	*	0.29991756512733
2	194000001	195000000	1000000	*	1.0072753869783
2	195000001	196000000	1000000	*	0.609619885554009
2	196000001	197000000	1000000	*	0.216918495262982
2	197000001	198000000	1000000	*	-0.371639425756721
2	198000001	199000000	1000000	*	0.333483534141576
2	199000001	200000000	1000000	*	1.01921674161738
2	200000001	201000000	1000000	*	0.183486221300109
2	201000001	202000000	1000000	*	-0.337657801368187
2	202000001	203000000	1000000	*	0.666226245013899
2	203000001	204000000	1000000	*	1.30523566278677
2	204000001	205000000	1000000	*	-0.605447030290388
2	205000001	206000000	1000000	*	-1.37697953716031
2	206000001	207000000	1000000	*	-1.34611069762375
2	207000001	208000000	1000000	*	0.104573371138187
2	208000001	209000000	1000000	*	0.546244585615305
2	209000001	210000000	1000000	*	1.20308659253277
2	210000001	211000000	1000000	*	0.951170558010682
2	211000001	212000000	1000000	*	-0.599102605281612
2	212000001	213000000	1000000	*	0.952738633569361
2	213000001	214000000	1000000	*	0.634731667923004
2	214000001	215000000	1000000	*	-0.0801097785345161
2	215000001	216000000	1000000	*	0.629480724985461
2	216000001	217000000	1000000	*	-1.33075518855338
2	217000001	218000000	1000000	*	0.501789322454714
2	218000001	219000000	1000000	*	-0.303659686148759
2	219000001	220000000	1000000	*	0.882483612783364
2	220000001	221000000	1000000	*	-0.127633689903853
2	221000001	222000000	1000000	*	-0.101806467711629
2	222000001	223000000	1000000	*	-1.34636957161299
2	223000001	224000000	1000000	*	1.0787090237382
2	224000001	225000000	1000000	*	0.11903916199228
2	225000001	226000000	1000000	*	-0.36128704587343
2	226000001	227000000	1000000	*	-0.655791842024157
2	227000001	228000000	1000000	*	-0.86189470064074
2	228000001	229000000	1000000	*	0.259272472776638
2	229000001	230000000	1000000	*	0.93127550163234
2	230000001	231000000	1000000	*	-1.33389276706944
2	231000001	232000000	1000000	*	0.800476687856137
2	232000001	233000000	1000000	*	0.100729304078099
2	233000001	234000000	1000000	*	-0.131873143734002
2	234000001	235000000	1000000	*	NA
2	235000001	236000000	1000000	*	0.300766059497091
2	236000001	237000000	1000000	*	0.0700779620691137
2	237000001	238000000	1000000	*	0.00963244940507038
2	238000001	239000000	1000000	*	1.18089872609291
2	239000001	240000000	1000000	*	NA
2	240000001	241000000	1000000	*	NA
2	241000001	242000000	1000000	*	-0.119888706691383
2	242000001	243000000	1000000	*	0.313605932616469
3	1000001	2000000	1000000	*	0.223830938998156
3	2000001	3000000	1000000	*	0.200867212030221
3	3000001	4000000	1000000	*	0.751319923321295
3	4000001	5000000	1000000	*	0.0637132900104989
3	5000001	6000000	1000000	*	0.386466339893762
3	6000001	7000000	1000000	*	-1.34017236024548
3	7000001	8000000	1000000	*	-0.0808486935180747
3	8000001	9000000	1000000	*	-0.861698886086806
3	9000001	10000000	1000000	*	-0.184241442408558
3	10000001	11000000	1000000	*	0.584420678447018
3	11000001	12000000	1000000	*	0.403607966671791
3	12000001	13000000	1000000	*	-0.248143568569575
3	13000001	14000000	1000000	*	0.0322515329606361
3	14000001	15000000	1000000	*	0.297720840991105
3	15000001	16000000	1000000	*	-0.346100078305796
3	16000001	17000000	1000000	*	1.0152228339081
3	17000001	18000000	1000000	*	-0.16954484434487
3	18000001	19000000	1000000	*	0.614527212872046
3	19000001	20000000	1000000	*	-0.55667402747207
3	20000001	21000000	1000000	*	1.57695114443507
3	21000001	22000000	1000000	*	-0.370029623910389
3	22000001	23000000	1000000	*	0.500260313113206
3	23000001	24000000	1000000	*	0.414674841471246
3	24000001	25000000	1000000	*	0.951613275744917
3	25000001	26000000	1000000	*	-0.847339629452652
3	26000001	27000000	1000000	*	-0.27672404583363
3	27000001	28000000	1000000	*	NA
3	28000001	29000000	1000000	*	-0.387378794243176
3	29000001	30000000	1000000	*	0.225027400529593
3	30000001	31000000	1000000	*	0.088081030307657
3	31000001	32000000	1000000	*	0.592445789967145
3	32000001	33000000	1000000	*	0.0277293386196792
3	33000001	34000000	1000000	*	-0.80583719179359
3	34000001	35000000	1000000	*	0.638586392269528
3	35000001	36000000	1000000	*	0.964374798056917
3	36000001	37000000	1000000	*	0.586279808616893
3	37000001	38000000	1000000	*	0.880552225558919
3	38000001	39000000	1000000	*	-0.615061616857081
3	39000001	40000000	1000000	*	1.44558653153682
3	40000001	41000000	1000000	*	0.521219825224718
3	41000001	42000000	1000000	*	0.332198650550056
3	42000001	43000000	1000000	*	0.0805250927647444
3	43000001	44000000	1000000	*	-0.940447477566177
3	44000001	45000000	1000000	*	-0.334154688237377
3	45000001	46000000	1000000	*	0.30491488643247
3	46000001	47000000	1000000	*	0.664792846105847
3	47000001	48000000	1000000	*	0.834465914875309
3	48000001	49000000	1000000	*	0.274461207684058
3	49000001	50000000	1000000	*	0.197239884438939
3	50000001	51000000	1000000	*	-0.259291346302787
3	51000001	52000000	1000000	*	0.553574578214303
3	52000001	53000000	1000000	*	-0.325195187219517
3	53000001	54000000	1000000	*	0.104170710321522
3	54000001	55000000	1000000	*	0.27615591666443
3	55000001	56000000	1000000	*	0.111526403698713
3	56000001	57000000	1000000	*	0.755860856526303
3	57000001	58000000	1000000	*	-0.420194566716829
3	58000001	59000000	1000000	*	0.465349114235753
3	59000001	60000000	1000000	*	1.25173241551312
3	60000001	61000000	1000000	*	NA
3	61000001	62000000	1000000	*	0.518835971724206
3	62000001	63000000	1000000	*	0.446377007513075
3	63000001	64000000	1000000	*	0.640916800076941
3	64000001	65000000	1000000	*	-1.33587916799001
3	65000001	66000000	1000000	*	-1.33339978716882
3	67000001	68000000	1000000	*	-0.368858915741378
3	68000001	69000000	1000000	*	0.248368109110176
3	69000001	70000000	1000000	*	-0.0488252330776608
3	70000001	71000000	1000000	*	-0.116084813475781
3	71000001	72000000	1000000	*	0.058694891218825
3	72000001	73000000	1000000	*	0.982864398529396
3	73000001	74000000	1000000	*	1.25048705119346
3	74000001	75000000	1000000	*	-1.3735926721087
3	76000001	77000000	1000000	*	-1.36252562376566
3	77000001	78000000	1000000	*	0.225669189103064
3	78000001	79000000	1000000	*	0.954507258315709
3	79000001	80000000	1000000	*	0.652670612761918
3	80000001	81000000	1000000	*	0.24759305244959
3	81000001	82000000	1000000	*	0.223861900390012
3	82000001	83000000	1000000	*	0.270505450894486
3	83000001	84000000	1000000	*	NA
3	84000001	85000000	1000000	*	-0.070737168587067
3	85000001	86000000	1000000	*	0.163687194039875
3	86000001	87000000	1000000	*	0.365141648714374
3	87000001	88000000	1000000	*	1.24323509855466
3	88000001	89000000	1000000	*	0.974683359372094
3	89000001	90000000	1000000	*	0.430609564731024
3	94000001	95000000	1000000	*	-0.37222437517434
3	95000001	96000000	1000000	*	0.914000478743025
3	96000001	97000000	1000000	*	-1.37242909965695
3	97000001	98000000	1000000	*	0.635246220466076
3	98000001	99000000	1000000	*	1.5081361304558
3	99000001	100000000	1000000	*	0.906025341627621
3	100000001	101000000	1000000	*	-0.143856187308686
3	101000001	102000000	1000000	*	0.531263704782063
3	102000001	103000000	1000000	*	0.63327131973509
3	103000001	104000000	1000000	*	-0.11883178830629
3	104000001	105000000	1000000	*	0.617781433484748
3	105000001	106000000	1000000	*	-1.35882656946939
3	106000001	107000000	1000000	*	0.147833582311203
3	107000001	108000000	1000000	*	1.21456970014947
3	108000001	109000000	1000000	*	-0.38584277683211
3	109000001	110000000	1000000	*	0.226718485292774
3	110000001	111000000	1000000	*	0.213746743821133
3	111000001	112000000	1000000	*	0.965464489189504
3	112000001	113000000	1000000	*	0.103932104543069
3	113000001	114000000	1000000	*	1.17078397047052
3	114000001	115000000	1000000	*	-1.3714992036881
3	115000001	116000000	1000000	*	0.82270265791472
3	116000001	117000000	1000000	*	0.379600651954783
3	117000001	118000000	1000000	*	-0.431470366667384
3	118000001	119000000	1000000	*	-0.119548677974628
3	119000001	120000000	1000000	*	0.747188197465487
3	120000001	121000000	1000000	*	-0.135019780525731
3	121000001	122000000	1000000	*	0.304909520971364
3	122000001	123000000	1000000	*	-0.256348486736389
3	123000001	124000000	1000000	*	-0.247785613755285
3	124000001	125000000	1000000	*	0.0439947489774368
3	126000001	127000000	1000000	*	0.909820672834994
3	127000001	128000000	1000000	*	0.528327475315123
3	128000001	129000000	1000000	*	0.0693698672575941
3	130000001	131000000	1000000	*	-0.653774281153644
3	131000001	132000000	1000000	*	0.12777015998961
3	132000001	133000000	1000000	*	0.314444043114021
3	133000001	134000000	1000000	*	-0.0797193064774855
3	134000001	135000000	1000000	*	0.101100583664802
3	135000001	136000000	1000000	*	0.870010533493933
3	136000001	137000000	1000000	*	0.289129200898408
3	137000001	138000000	1000000	*	0.354629427183739
3	138000001	139000000	1000000	*	-0.05944677115924
3	139000001	140000000	1000000	*	-0.204887101194955
3	140000001	141000000	1000000	*	-1.00475810669637
3	141000001	142000000	1000000	*	0.612485167334726
3	142000001	143000000	1000000	*	-0.159037664078048
3	143000001	144000000	1000000	*	1.43349791404678
3	144000001	145000000	1000000	*	0.627653882150412
3	145000001	146000000	1000000	*	1.13502210148581
3	146000001	147000000	1000000	*	0.954951397550674
3	147000001	148000000	1000000	*	0.224379841071118
3	148000001	149000000	1000000	*	-0.601914602708594
3	149000001	150000000	1000000	*	0.653406714683207
3	150000001	151000000	1000000	*	-0.319941708579377
3	151000001	152000000	1000000	*	-1.36776590449824
3	152000001	153000000	1000000	*	0.864394071127635
3	153000001	154000000	1000000	*	1.23030568666002
3	154000001	155000000	1000000	*	0.224993019252394
3	155000001	156000000	1000000	*	0.250462205018467
3	156000001	157000000	1000000	*	1.38524507553143
3	157000001	158000000	1000000	*	0.204729530948806
3	158000001	159000000	1000000	*	-1.34178286710843
